Sentiment	Text	Entity	Performance	Usability	Security	Others
o	"""It explains how JASPIC is the link in Java EE between the Servlet and EJB security models and potentially a JAAS login module, but that in many cases JAAS' role is reduced to that of a relatively simple username and roles provider in Java EE."""	JASPIC	0	1	1	0
o	"""It explains how JASPIC is the link in Java EE between the Servlet and EJB security models and potentially a JAAS login module, but that in many cases JAAS' role is reduced to that of a relatively simple username and roles provider in Java EE."""	JAAS	0	1	1	0
o	"""""""Most Web browsers do not include the Swing classes, so the Java plugin must be used."""	Swing	0	1	0	0
p	"""I can't speak too much to JAAS itself, but this URL_http://static.springsource.org/spring-security/site/start-here.html [""""suggested-steps""""-guide] on Spring Security and URL_http://static.springframework.org/spring-security/site/reference.html [the-reference-manual] are both pretty good resources on Spring Security - if your setup is anything close to simple, you don't really need to do much more than read these."""	Spring Security	0	0	0	1
o	"""URL_http://www.mongodb.org/downloads [MongoDB] for example, seems to have everything you need in terms of compatibility and is very easy to set up."""	MongoDB	0	1	0	0
o	"""I.e., we have to remove some dependencies from our WARs and move them to server/lib, else we get ClassCastException when the business layer returns objects from our own domain model."""	ClassCastException	0	1	0	0
o	Try URL_http://www.rexsl.com/rexsl- test/apidocs-0.10/com/rexsl/test/request/JdkRequest.html [JdkRequest] from URL_http://www.rexsl.com/rexsl-test/ [rexsl-test] (I'm a developer).	JdkRequest	0	0	0	1
p	The XStream library also supports JSON: URL_http://xstream.codehaus.org/json- tutorial.html [ URL_http://xstream.codehaus.org/json-tutorial.html ] .	XStream	0	1	0	0
p	"tagging** from URL_http://www.alchemyapi.com/api/ [AlchemyAPI] ."""	AlchemyAPI	0	1	0	0
o	"To RobertHarvey the String constructor with the Charset paramter,""Yup: ,developer.android.com/reference/java/lang/闁?, java.lang.String)"	java.lang.String	0	1	0	0
o	We are doing Swing development since nearly 10 years.	Swing	0	0	0	1
o	for converting json to pojos : URL_http://code.google.com/p/google-gson/ [gson] and URL_http://jackson.codehaus.org/ [jackson] .	jackson	0	0	0	1
o	Commons Codec has an implementation of URL_http://commons.apache.org/proper /commons-codec/apidocs/org/apache/commons/codec/language/Soundex.html [soundex] and URL_http://commons.apache.org/proper/commons- codec/apidocs/org/apache/commons/codec/language/Metaphone.html [metaphone] .	soundex	0	0	0	1
o	I do always use a single HttpClient instance.	HttpClient	0	1	0	0
p	"""SLF4J supports bridging of commons.logging, LOG4J and (a bit cumbersome, but as good as possible) java.util.logging so all logs will end up in whatever SLF4J backend you'll use."""	SLF4J	0	1	0	0
o	"""I have looked on few NLPs like URL_http://alias-i.com/lingpipe/index.html [LingPipe] , OpenPL, URL_http://nlp.stanford.edu/index.shtml [Stanford-NLP] ."""	LingPipe	0	1	0	0
n	"""I'm looking at Restlet - and its not the best, there are things missing in the tutorial and the language/grammar is a bit confusing and unclear."""	Restlet	0	0	0	1
o	"Most applications of this feature would be related to security.  For example, my (non-Jersey) web application will generate one-time-use nonces for certain AJAX calls (all under the same path) to Jersey.  The interceptor would be responsible for checking the validity of this nonce."",To Override     public ContainerResponse filter(...) is not valid in this type of class."	AJAX	0	0	1	0
o	"""When I use swing, I usually use the NetBeans."""	NetBeans	0	1	0	0
n	AWT occupies more memory space2 .	AWT	1	0	0	0
p	"better to use volley for fast networking.,""A little late to the party, but for future searchers: you can find a fairly extensive guide for retrofit ,here,."	volley	0	1	0	0
o	"Response.rawResponse = Response{protocol=http/1.1, code=400, message=Bad Request, url=http://ip_address:8400/api/register},. Co this is not working."",Have try with a different arguments ? Because since you put him in the database you can't reput him ?"	Response.rawResponse	0	0	0	1
o	"""I like Elliott Rusty Harold, so I tend to reach for JDOM first."""	Elliott Rusty Harold	0	0	0	1
o	"Ok tired this and it does not bring back any errors. After this I used this code to pass it into a result. DataReadResult dataReadResult =                 Fitness.HistoryApi.readData(mClient, readRequest).await(1, TimeUnit.MINUTES); I still cant pass this into a TextView or even a toast though."",Did it get you the data?"	Fitness.HistoryApi.readData	0	0	0	1
n	"""Apparently, this was fixed in Log4j 1.3, although development on this has slowed or stopped altogether - I get the feeling much of the source was unsalvageable."""	Log4j	0	1	0	0
p	Here is another nice code snippet in replace for Java Almanac: [HttpUrlConnection-Example]( URL_http://www.xyzws.com/Javafaq/how-to-use - httpurlconnection-post-data-to-web-server/139).	HttpUrlConnection-Example	0	1	0	0
n	"""HttpComponents is great, but can be overkill for simple tasks."""	HttpComponents	0	1	0	0
o	"""For example, how do you hash+salt a password and base64 encode it in Java or Spring Security?"""	Spring Security	0	0	1	0
n	"""usage of reflection ToStringBuilder, HashCodeBuilder and EqualsBuilder is highly inefective."""	HashCodeBuilder	0	1	0	0
p	Swing has a lot of rich components but are still lacking in some areas.	Swing	0	1	0	0
o	"Edited to fix parsing of &lt;s. To Tim, I agree that ""implementing your own"" for such a common pattern sounds terrible. In the absence of a standard, a single in-house implementation is better than many, different per-class implementations (speaking from some unfortunate experience). I've never encountered a situation where adding/removing listeners needs to be optimized. AWTEventMulticaster pre-dates the Java concurrency package and CopyOnWriteArrayListener, which allows a simple, readable thread-safe implementation."	AWTEventMulticaster	0	0	0	1
o	"with vendor-specific SQL** You may want to look at the URL_http://java.sun.com/javase/6/docs/api/java/sql /Connection.html#nativeSQL%28java.lang.String%29 [.native()] method on the jdbc Connection object which you can pass it vendor neutral queries that will get postprocessed into vendor specific queries."""	java.lang.String	0	0	0	1
o	"Arrays.asList(), doesn't create an arraylist (well, it sort of does, as it returns an ,Arrays.ArrayList, inner class type. :)) but a list that is backed by the actual array."",Ask me how I found this out :)"	Arrays.ArrayList	0	1	0	0
n	"""On the other hand, Jboss is more widespread and thus it is easy to find job on it (IMHO because it is an old App Server; glassfish is relatively new)."""	Jboss	0	0	0	1
o	"HttpComponentsClientHttpRequestFactory requestFactory = new HttpComponentsClientHttpRequestFactory(){             To Override             protected HttpUriRequest createHttpUriRequest(HttpMethod httpMethod, URI uri) {                 if (httpMethod == HttpMethod.GET) {                     return new HttpGetWithBody(uri);                 }                  return super.createHttpUriRequest(httpMethod, uri);             }         };"",RestTemplate restTemplate = new RestTemplate(requestFactory);"	HttpComponentsClientHttpRequestFactory	0	1	0	0
o	I get java.io.StreamCorruptedException: invalid stream header.	java.io.StreamCorruptedException	0	0	0	1
o	"""One would think that an API like RESTlet would """"help"""" you."""	RESTlet	0	1	0	0
o	"Hi all, i have same problem with french characters, i have tried this code:       MimeMessage message = new MimeMessage(session);      message.setSubject(subject, """"UTF-8"""");      message.setBody(body, """"UTF-8"""");  Body is being generated correctly but subject i am not getting correctly.Can someone help me"",why not UTF-8 ?"	message.setBody	0	0	0	1
o	I am trying to authenticate users with a REST service I built using drop wizard.	REST	0	0	1	0
p	"""The second you start using Shiro though, you just 'get it'."""	Shiro	0	0	0	1
p	"""IMHO if you don't need something like powerful GUI support or Java2D (most of which can be done with JQuery, ExtJS, etc) there is no real argument for applets."""	JQuery	0	1	0	0
o	"To Grodriguez - From wikipedia: A facade is an object that provides a simplified interface to a larger body of code, such as a class library."",""Indeed. The intent of the Facade pattern is to """"provide a unified interface to a set of interfaces in a subsyste"	MyForeign	0	0	0	1
n	"""SwingX is extensions to Swing (which is why it requires Swing knowledge), in fact, some of SwingX's features have been rolled into Swing itself."""	SwingX	0	0	0	1
p	A better alternative to Jersey/Jackson for building JSON REST APIs?	Jersey	0	1	0	0
o	"I understand. I didn't know about that. However, could you suggest me another idea of doing this that was my second question, since this is not recommended, because I will definitely use this classes in the other packages, should I make them then inner classes as a static class?"",""Just make ,FrameSize, a public class if you want it to be visible in other packages."	FrameSize	0	1	0	0
n	"Tutorial Comments** Overall I'm not sure exactly who the tutorial was aimed at - because there is a fair degree of assumed knowledge all round, so coming into REST and Restlet framework cold leaves you with a lot of 'catchup work' to do, and re-reading paragraphs over and over again."""	REST	0	0	0	1
o	"String convertStreamToString ."""	convertStreamToString	0	0	0	1
p	HttpURLConnection instances are significantly cheaper to create than due to the fact that they share one static JRE wide pool of connections.	HttpURLConnection	1	0	0	0
n	"""While GSON has reasonable feature set, I thought performance was sort of weak spot (as per [ URL_http://www.cowtowncoder.com/blog/archives/2009/09/entry_326.html])As to example: I thought GSON did not really need setters, and was based on fields."""	GSON	1	0	0	0
